citation,citation_2014,email,hindex,hindex_2014,iindex,iindex_2014,maxyear,minyear,name,position,tags,totaltitle
21365,8572,Verified email at comp.lancs.ac.uk,55,33,149,80,2019,1989,Nigel Davies,"Distinguished Professor of Computer Science,  Lancaster University None","Mobile Computing,Pervasive and Ubiquitous Computing,Public Displays,Travel Information Systems,Augmented memory",392
2908,1669,Verified email at biol.pmf.hr,25,18,42,21,2019,1997,Kristian Vlahovicek, - Faculty of Science - Department of Biology - Bioinformatics Group University of Zagreb None,"Computational biology,Metagenomics,Metazoan development",124
21368,5424,Verified email at mpi-inf.mpg.de - ,73,35,243,103,2019,1973,Kurt Mehlhorn,"Professor of Computer Science,  Max Planck Institute for Informatics , Saarland Informatics Campus","Algorithms,Computational Geometry,Computer Algebra,Algorithm Engineering",733
2912,2006,Verified email at clin.au.dk,19,17,24,21,2018,2001,Morten Muhlig Nielsen,"Associate Professor of Bioinformatics,  Aarhus University Hospital None","Bioinformatics,Statistics",48
2935,1844,Verified email at med.kanazawa-u.ac.jp,26,22,45,40,2019,1993,Kazuyoshi Hosomichi,"Department of Bioinformatics and Genomics,  Kanazawa University None",,138
2940,1254,Verified email at era7.com - ,20,17,27,24,2019,1996,Raquel Tobes,Era7 Bioinformatics Homepage None,Bioinformatics,72
2940,1858,Verified email at stanford.edu,10,10,10,10,2014,2005,Michael James Clark,"Bioinformatics Applications Manager, Personalis Genetics None","Genetics,Genomics,Bioinformatics,Computational Biology",19
2959,798,Verified email at labri.fr,12,9,13,8,2019,1997,Patricia Thebault,"Associate Professor in Bioinformatics,  Université de Bordeaux , France",Bioinformatics,42
2962,2736,Verified email at umcg.nl,17,17,20,20,2019,2010,Zhernakova DV,"Dobzhansky Center for Genome Bioinformatics, St. Petersburg State University; University of None None",,41
2965,2005,Verified email at wehi.edu.au,18,16,19,19,2018,2006,Kristy Horan,PhD MSc Bioinformatics Division Walter and Eliza Hall Bioinformatics None,"Bioinformatics,Computational Biology,Cancer Research",27
2986,2390,Verified email at fz-juelich.de,6,6,5,5,2019,2011,Asis Hallab,"Bioinformatics and Plant computational biology,  Forschungszentrum Jülich None","Comparative genomics,plant breeding,bog data integration and analysis in life sciences",17
3005,1865,Verified email at petermac.org,18,18,22,22,2019,2004,David Goode,"Postdoctoral Fellow in Bioinformatics, Peter MacCallum Cancer Centre Bioinformatics None","Bioinformatics,Cancer,Genomics,Evolution,DNA sequencing",35
21410,11348,Verified email at cse.osu.edu - ,36,31,60,53,2019,1991,Mikhail (Misha)  Belkin,"Professor of Computer Science and Statistics,  Ohio State University None","Machine Learning,Learning Theory,Artificial Intelligence",130
21398,10413,Verified email at seas.harvard.edu - ,71,52,253,197,2019,1992,Hanspeter Pfister,"An Wang Professor of Computer Science,  Harvard University None","Visualization,Computer Vision,Computer Graphics",471
21411,7167,Verified email at forsyte.tuwien.ac.at - ,38,30,84,57,2018,1995,Helmut Veith,"Professor of Computer Science,  Vienna University of Technology  / TU Wien","Formal Methods,Model Checking,Software Engineering,Logic in Computer Science,Computer Security",208
21416,10307,Verified email at middlebury.edu - ,32,25,42,32,2019,1993,Daniel Scharstein,"Professor of Computer Science,  Middlebury College None","Computer Vision,Robotics",69
21434,20422,Verified email at cs.uw.edu - ,41,40,79,77,2019,1804,Ali Farhadi,"Associate Professor, Computer Science and Engineering,  University of Washington None","Computer Vision,Machine learning,Artificial Intelligence",129
21424,11346,Verified email at uci.edu - ,57,41,173,115,2019,1758,A. Lee Swindlehurst,"Professor of Electrical Engineering and Computer Science,  University of California Irvine None","signal processing,wireless communications,sensor arrays,radar",431
21540,5119,Verified email at caltech.edu,63,36,113,75,2019,1988,Peter Schröder,"Professor of Computer Science and Applied & Computational Mathematics,  Caltech None",Computer Graphics,154
21532,6829,Verified email at kbs.uni-hannover.de - ,71,40,312,138,2019,1987,Wolfgang Nejdl,"Professor of Computer Science,  Leibniz Universität Hannover , L3S Research Center, Hannover, Germany","Information Retrieval,Web Science,Social Media,Data Mining,Semantic Technologies",634
21583,6086,Verified email at inf.ethz.ch - ,70,40,214,126,2019,1989,Gustavo Alonso,"Professor of Computer Science,  ETH Zürich , Switzerland","Data Management,Distributed Systems,Databases,Middleware",489
3006,1373,Verified email at usace.army.mil,34,21,57,42,2019,2003,Lyle Burgoon,"Leader, Bioinformatics and Computational Toxicology,  US Army  Engineer Research and Development","Risk Assessment,Data Science,Environmental Health,Public Health,Systems Biology",124
3018,2737,Verified email at uams.edu,28,27,37,37,2019,2006,Christopher Wardell,"Assistant Professor of Bioinformatics,  University of Arkansas for Medical Sciences None","Bioinformatics,cancer,myeloma",128
3033,1661,Verified email at amc.uva.nl - ,20,18,29,26,2019,2000,Barbera DC van Schaik,"Bioinformatics Laboratory, KEBB, Amsterdam UMC Homepage None","Bioinformatics,Sequence Analysis,Immunology,eScience,Genomics",75
3053,1112,Verified email at qiagen.com,21,14,27,18,2019,1995,Michael Lappe,Senior Bioinformatics Scientist Bioinformatics None,Bioinformatics,46
3059,2410,Verified email at guardanthealth.com,20,17,26,21,2019,1997,Darya Chudova,"VP of Bioinformatics, Guardant Health Computational biology None","Computational biology,biostatistics,bioinformatics,machine learning",111
3070,1241,Verified email at jnu.ac.in - ,27,19,48,32,2019,2002,Shandar Ahmad,"Professor of Bioinformatics@SCIS,  Jawaharlal Nehru University, New Delhi None","Integrative predictions,DNA shape epigenetics,Machine learning,Gene regulation,Big data biology",143
3101,1908,Verified email at wehi.edu.au,25,24,27,27,2019,2004,Thomas Scerri,"Postdoctoral Fellow, Bioinformatics Division, Walter and Eliza Hall Instutite of Medical Research bioinformatics None","bioinformatics,genetics,neuroscience,mutations,linkage",62
21588,13494,Verified email at auvsp.edu.in,58,44,491,351,2019,1902,M Sampath Kumar,"Department of Computer Science & Systems Engineering,  Andhra University None","Cryptography,Data Mining",3351
3102,2200,Verified email at hms.harvard.edu,17,15,19,18,2019,2004,Soohyun Lee,"Senior Bioinformatics Scientist, Harvard Medical School Bioinformatics None",Bioinformatics,23
3107,1834,Verified email at allmer.de,17,16,27,24,2019,2004,Jens Allmer,"Medical Informatics and Bioinformatics, Hochschule Ruhr-West, University of Applied Sciences Medical informatics None","Medical informatics,bioinformatic,workflow management",107
3109,1165,Verified email at hesge.ch - ,29,15,74,32,2019,1999,Patrick Ruch,Professor at HES-SO Geneva & SIB Swiss Institute of Bioinformatics Homepage None,"Information science,Bioinformatics,Text Mining,Information Retrieval,Lifesciences",244
21606,7592,Verified email at kth.se - ,52,29,81,53,2019,1987,Tony Lindeberg,"Professor of Computer Science - Computational Vision,  KTH Royal Institute of Technology None","Computer Vision,Scale Space,Recognition,Image Analysis,Neuroscience",137
21612,14113,Verified email at colorado.edu - ,37,31,65,57,2019,2002,Aaron Clauset,"Associate Professor of Computer Science,  University of Colorado Boulder None","Network Science,Complex Networks,Machine Learning,Computational Biology,Computational Social Science",115
21666,6640,Verified email at cs.cornell.edu,56,36,100,69,2019,1984,David Shmoys,Professor of Operations Research & Information Engineering and of Computer Science Optimization None,"Optimization,Design and analysis of algorithms,Data Science",201
21718,4268,Verified email at cs.stonybrook.edu - ,81,34,281,110,2019,1969,Arie Kaufman,"Distinguished Professor and Chair of Computer Science,  Stony Brook University None","visualization,computer graphics,virtual reality,geometric modeling,medical imaging",631
21605,14421,No verified email,56,44,381,285,4,1913,A.Ashok Kumar,Department of computer science Computer Algorithms None,Computer Algorithms,3055
21815,21234,Verified email at ucsd.edu - ,29,28,45,43,2019,2006,Hao Su,"Professor of Computer Science,  UCSD None","Computer Graphics,Computer Vision,Machine Learning",77
21781,12140,No verified email,66,44,481,306,2019,1901,Savita Gupta,"Professor of Computer Science and Engineering, UIET, Panjab University, Chandigarh image processing None","image processing,image compression and denoising,and wavelet applications",3069
21827,9707,Verified email at colorado.edu - ,62,42,200,115,2019,1977,Martha Stone Palmer,"Professor of Linguistics, Computer Science,  University of Colorado None","Computational Linguistics,Artificial Intelligence,Medical Informatics,Intelligent Tutoring,Human-centered Computing",386
21913,4854,Verified email at cs.cmu.edu,54,25,131,53,2018,1967,Mary Shaw,"A.J. Perlis University Professor of Computer Science,  Carnegie Mellon Univeristy None","Software Engineering,Software Architecture,Software Design,Self-Adaptive Systems",370
21826,13334,Verified email at drexel.edu,50,40,631,450,2019,1960,Xiaohua Hu,"Professor of Computer Science and Information Science,  Drexel University None","data mining,big data,bioinformatics,rough sets",3075
3155,2760,Verified email at qmul.ac.uk - ,22,21,26,23,2019,2006,Jun Wang,"Senior Lecturer in Bioinformatics, Barts Cancer Institute,  QMUL None","cancer,genomics,genetics,bioinformatics,computational biology",61
3159,1342,Verified email at vu.nl - ,24,17,30,25,2019,1984,Anton Feenstra,"Assistant professor of Bioinformatics, IBIVU Centre for Integrative Bioinformatics,  VU University None","Bioinformatics,Protein-protein interactions,Modelling signalling and regulation in biological cells,Petri net modelling",90
3164,2934,Verified email at ibioinformatics.org,24,23,35,35,2018,2004,Nandini Sahasrabuddhe,Verified email at ibioinformatics.org Institute of Bioinformatics None,"proteomics,signal transduction,cancer biology",54
3171,1590,Verified email at usp.br - ,26,17,49,34,2019,1999,Ricardo Vencio,"Professor of Bioinformatics,  USP  - University of Sao Paulo, Brazil","Computational Biology,Bioinformatics,Statistics",149
3185,2548,Verified email at umassmed.edu,16,15,17,15,2018,2001,Patrick McDonel,Assistant Professor of Bioinformatics and Integrative Biology None None,,29
3188,2901,Verified email at usc.edu,15,13,15,13,2019,2007,Xiaosong Huang,"Bioinformatics Scientist,  University of Southern California None","stem cell,bioinformatics,systems biology",21
3185,2087,Verified email at affrc.go.jp,27,22,79,51,2019,1983,Satoshi Nagai,"Group leader, Environmental Genomics Group, Research Center for Bioinformatics and Biosciences metagenomics None","metagenomics,whole genome analysis",246
3192,2210,Verified email at bio.ifi.lmu.de - ,28,24,40,36,2019,2004,Caroline Friedel,"Professor of Bioinformatics, Institut für Informatik,  LMU Munich None",,76
3204,2564,Verified email at ebi.ac.uk,14,13,14,14,2019,2009,Livia Perfetto, (EMBL-EBI) European Bioinformatics Institute None,"molecular interaction,network analysis,system biology",34
3218,1756,Verified email at plymouth.ac.uk - ,28,20,47,43,2019,1999,Matthias E. Futschik,Professor in Bioinformatics Homepage None,"Bioinformatics,Systems Biology",114
21973,7831,Verified email at cs.biu.ac.il - ,68,43,257,160,2020,1983,Sarit Kraus,"Professor Of Computer Science,  Bar-Ilan University None","Artificial Intelligence,Multi-agent Systems (including people and robots)",563
22072,17346,Verified email at ucl.ac.uk,54,39,138,112,2019,1997,Thore Graepel,"Research Scientist, Google DeepMind, and Professor of Computer Science,  UCL None","Machine Learning,Probabilistic Modelling,Reinforcement Learning,Deep Learning",225
22087,6658,Verified email at cs.brown.edu,67,38,214,106,2019,1983,Roberto Tamassia,"Professor of Computer Science,  Brown University None","algorithhms,computer security,applied cryptography,graph drawing,information visualization",445
22102,2520,Verified email at cc.gatech.edu,39,13,85,21,2018,1967,James Foley,"Professor of Computer Science,  Georgia Institute of Technology None","computer graphics,human-computer interaction,information visualization",236
21927,7816,Verified email at cs.washington.edu - ,30,23,830,144,2015,1781,James R. Lee,"Professor of Computer Science,  University of Washington None",Theoretical Computer Science,2623
22124,17203,Verified email at cs.toronto.edu - ,56,45,139,112,2019,1990,Richard Zemel,"Professor of Computer Science,  University of Toronto None","Machine Learning,Computer Vision,Neural Coding",250
22104,7039,Verified email at manchester.ac.uk - ,56,34,152,102,2019,1914,Bijan Parsia,"Reader in Computer Science,  University of Manchester None","Artificial Intelligence,Ontologies,Semantic Web,Knowledge Representation",310
22162,7761,Verified email at cs.columbia.edu - ,55,40,92,86,2019,1995,Michael Collins,"Professor of Computer Science,  Columbia University ; Google NYC","Computational Linguistics,Natural Language Processing,Machine Learning,Artificial Intelligence",118
22279,4680,Verified email at OleMiss.edu - ,74,31,203,87,2019,1900,Jeffrey S. Vitter,Distinguished Professor of Computer & Information Science and Chancellor of the Univ. of Mississippi Homepage None,"Algorithms,External Memory,Compressed Data Structures,Data Compression,Parallel Computing",401
3248,2507,Verified email at unil.ch,19,17,21,19,2018,2005,Moretti Sebastien,SIB Swiss Institute of Bioinformatics Bioinformatics None,Bioinformatics,33
3255,1996,Verified email at slu.se - ,30,23,62,47,2019,1988,Erik Bongcam-Rudloff,"Professor in Bioinformatics, Swedish University of Agricultural Sciences , Sweden","Bioinformatics,Molecular Genetics,Genomics",159
3261,2815,Verified email at cgiar.org - ,32,29,80,68,2020,1964,Abhishek Rathore,"Theme Leader & Principal Scientist (Statistics, Bioinformatics & Data Management) Homepage None","Biometrics,Statistics,Bioinformatics,Breeding Informatics,Genomics",327
3269,2726,Verified email at duke.edu - ,33,31,71,64,2019,1995,Kingshuk Roy Choudhury,Dept. of Biostatistics and Bioinformatics Homepage None,"Statistics,Biostatistics,Image Analysis,Data Analysis",175
3278,421,Verified email at memphis.edu - ,28,9,67,7,2019,1986,Max H. Garzon,"Professor of Computer Science and Bioinformatics, The  University of Memphis None","Biomolecular Computing,Human-Computer Interaction",185
22196,15741,No verified email,60,52,546,416,2018,1964,Jiacong Zhao,"student of computer science, university of southampton software engineering None",software engineering,3140
3302,1376,Verified email at imls.uzh.ch - ,29,22,52,38,2019,1995,Michael Baudis,"Professor of Bioinformatics,  University of Zurich  and Swiss Institute of Bioinformatics","cancer,genomics,bioinformatics,databases,computational biology",141
3303,1741,Verified email at illumina.com,33,24,51,36,2019,1994,Sven Bilke,Associate Director Bioinformatics Computational Biology None,"Computational Biology,Bioinformatics,Systems Biology",135
3319,1562,Verified email at pathgroup.com,25,20,35,30,2018,2000,Christopher Coldren,"Director of Bioinformatics, PathGroup Cancer bioinformatics None",Cancer bioinformatics,99
3304,1162,Verified email at nus.edu.sg - ,28,18,70,36,2018,1986,Louxin Zhang,"Professor in Bioinformatics,  National University of Singapore None","Bioinformatics,discrete algorithms,theory of computing",147
3330,783,Verified email at bcm.ulaval.ca,29,15,40,24,2019,1992,Stéphane M. Gagné,"Professor of Biochemistry and Bioinformatics,  Université Laval None","Protein Structure and Dynamics,Structural Bioinformatics,Bacteriophage Proteins",105
22381,8512,Verified email at ics.uci.edu - ,51,32,110,73,2019,1901,Vijay Vazirani,"Distinguished Professor, Dept. of Computer Science,  University of California, Irvine .","Algorithms,Complexity Theory,Theory of Computing",313
22458,7366,Verified email at cs.brandeis.edu - ,65,40,193,105,2019,1868,James Pustejovsky,"TJX Feldberg Chair of Computer Science,  Brandeis University None","Computational Linguistics,Artificial Intelligence,Linguistics,Semantics,Lexicon",567
22530,6610,Verified email at tau.ac.il,77,38,157,100,2018,1978,Haim J. Wolfson,"Professor of Computer Science,  Tel Aviv University None","Computational Structural Biology,Structural  Bioinformatics,Computer Vision,Geometric Computing,Spatial Pattern Discovery",252
22579,5842,Verified email at cs.helsinki.fi - ,52,34,107,75,2019,1992,Hannu (TT) Toivonen,"Professor of Computer Science,  University of Helsinki None","Computer Science,Data Science,Computational Creativity,Artificial Intelligence,#UnivHelsinkiCS",275
22625,9334,Verified email at cs.columbia.edu - ,44,36,89,69,2019,1995,Itsik Pe'er,"Professor of Computer Science,  Columbia University None","Computational Biology,Computational Genetics,Bioinformatics",171
22543,6594,Verified email at illinois.edu - ,71,39,297,125,2019,1956,Roy H Campbell,"Professor of Computer Science,  University of Illinois None","operating systems,ubiquitous computing,cloud computing,distributed systems,security",839
22724,22584,Verified email at cs.stanford.edu - ,11,11,11,11,2016,2011,Andrej Karpathy,"Computer Science PhD student,  Stanford University None","Machine Learning,Computer Vision,Artificial Intelligence",11
22763,7961,Verified email at cs.ucdavis.edu,50,34,136,81,2019,1956,Matt Franklin,"Professor of Computer Science,  U. C. Davis None",cryptography,322
22798,8906,Verified email at cs.ox.ac.uk - ,48,36,159,113,2019,1999,Daniel Kroening,"Professor of Computer Science,  University of Oxford None","Automated verification,Testing,Static Analysis",354
3343,3338,Verified email at univie.ac.at - ,4,4,4,4,2017,2011,Lam-Tung Nguyen,"Center for Integrative Bioinformatics Vienna,  University of Vienna None","Algorithms,Optimization,Machine Learning,Bioinformatics,Phylogenetic Inference",10
3367,2501,Verified email at rug.nl,25,20,43,31,2019,1964,Martijn Dijkstra,"Postdoc bioinformatics,  University of Groningen None",Bioinformatics,171
3377,3145,Verified email at cnag.crg.eu - ,25,23,33,30,2019,2003,Sergi Beltran,"Bioinformatics Analysis Unit Head, Centro Nacional de Analisis Genomico, Centre de Regulació Homepage None","Genomics,Bioinformatics,Rare Diseases,Cancer",75
3395,2798,Verified email at mit.edu,13,12,15,12,2019,2008,Wen-Han Yu,Bioinformatics/Systems Biology Leader at Bill & Melinda Gates Medical Research Institute HIV/TB vaccine development None,"HIV/TB vaccine development,computational biology,machine learning,systems biology",26
3406,1562,Verified email at mail.nih.gov,19,13,27,15,2019,1795,Eric A. Stahlberg,[SAIC-Frederick] Director - NCI Center for Cancer Research Bioinformatics Core Bioinformatics None,"Bioinformatics,high-performance computing,health informatics,chemistry",68
22659,11308,Verified email at cse.uta.edu - ,56,35,532,301,2019,1915,Ishfaq Ahmad,Professor of Computer Science and Engineering at The  University of Texas at Arlington None,"Parallel and Distributed Computing,video coding,Green Computing,Big Data Processing,Multimedia",3113
3407,2332,Verified email at lundbeck.com,14,14,14,14,2019,2006,Stinus Lindgreen,"Bioinformatics Specialist, H. Lundbeck A/S High-throughput sequencing None","High-throughput sequencing,genomics,metagenomics,algorithmics,ancient DNA",29
3443,3048,Verified email at rockefeller.edu - ,24,24,36,35,2019,1978,thomas carroll,"Head Of Bioinformatics, The  Rockefeller University None","Bioinformatics,chip-seq,RNA-seq",92
3449,910,Verified email at pioneer.com,16,15,17,15,2018,2000,Mauricio La Rota,"Bioinformatics Research Scientist,  DuPont Pioneer None","Computational Biology,Bioinformatics,Data mining,Genomics,Biology",39
3471,1366,Verified email at mail.nih.gov,21,18,26,25,2019,2000,Praveen Cherukuri,Bioinformatics Scientist Genetic Variation and Disease None,Genetic Variation and Disease,48
3488,2766,Verified email at curtin.edu.au - ,27,27,43,41,2019,2005,James Hane,"Senior Research Fellow, Project Leader - Bioinformatics, Center for Crop and Disease Management Homepage None","bioinformatics,genomics,fungi,plant pathology,effector biology",64
22886,5734,Verified email at cs.biu.ac.il - ,48,22,111,49,2019,1988,Doron A. Peled,Professor Of Computer Science Homepage None,"Concurrency Theory,Model Checking,Verification,Software Testing,Program Synthesis",273
22864,11083,Verified email at umich.edu - ,79,55,372,248,2019,1996,Dennis Sylvester,"Professor of Electrical Engineering and Computer Science,  University of Michigan None","Integrated circuits,VLSI",731
22890,12775,Verified email at fau.edu,71,45,323,212,2019,1972,Taghi M. Khoshgoftaar,"Motorola Endowed Chair Professor, Computer Science,  Florida Atlantic University None","Data Mining and Machine Learning,Big Data and Data Analytics Applications",707
22896,5588,Verified email at cs.duke.edu - ,70,35,236,99,2019,1977,John Reif,"A. Hollis Edens Distinguished Professor, Department of Computer Science,  Duke University None","Computer Science,Nanoscience",645
22900,4824,Verified email at buffalo.edu,72,34,276,138,2019,1981,Chunming Qiao,Computer Science and Engineering network protocols None,"network protocols,network architectures,optical networks,connected vehicles,resilient systems",585
22916,10333,Verified email at cse.ust.hk - ,79,50,356,223,2019,2000,Qian Zhang,"Tencent Professor of Engineering, Department of Computer Science and Engineering, Hong Kong Homepage None","Wireless Networking,IoT,Smart Healthcare,Cognitive Radio Networks and Dynamic Spectrum Management,Sensor Networks",615
22959,19025,Verified email at utoronto.ca - ,70,64,242,218,2019,1966,Alan Aspuru-Guzik,"Professor of Chemistry and Computer Science,  University of Toronto  (starting July 1, 2018)","Theoretical chemistry,quantum information science,Physical Chemistry,Energy Materials,Machine Learning",553
22994,19084,Verified email at cornell.edu - ,55,51,106,98,2019,2004,Kilian Weinberger,"Associate Professor of Computer Science,  Cornell University , ASAPP Research","Machine learning,Artificial Intelligence,Metric learning,Learning to Rank,Deep Learning",170
22910,13287,No verified email,60,46,556,353,2019,1819,Karanjit Singh,"Research Scholar at Computer Science and Applications, Kurukshetra University OLAP None","OLAP,Data Mining,Data Processing",3068
23006,5283,Verified email at mail.huji.ac.il - ,63,25,184,77,2019,1978,Danny Dolev,"Professor of Computer Science, The  Hebrew University None","Distributed Computing,Fault Tolerance,Networking,Security",342
3490,3340,Verified email at navarra.es - ,23,21,47,43,2019,2005,David Gomez-Cabrero,"Head of the Translational Bioinformatics Unit, Navarrabiomed. Senior Lecturer King's College London Homepage None","Bioinformatics,Epigenetics,Computational Biology,Neuroscience",127
3492,2046,Verified email at uga.edu - ,30,26,51,48,2018,1999,Natarajan Kannan,"Associate Professor of Biochemistry and Associate Director of Bioinformatics,  University of Georgia None","systems biology,molecular evolution,cancer informatics,signaling,structural bioinformatics",84
3509,2031,Verified email at ebi.ac.uk,19,13,23,14,2013,2006,Richard Cote,Verified email at ebi.ac.uk European Bioinformatics Institute None,,33
3538,3365,Verified email at ebi.ac.uk,17,17,19,19,2019,2011,Myrto Kostadima,Verified email at ebi.ac.uk European Bioinformatics Institute None,Regulation of gene expression,46
3538,816,Verified email at LabCorp.com,17,7,22,5,2015,1975,Kenneth Phillips,"Bioinformatics Specialist, LabCorp Bioinformatics None",Bioinformatics,48
3543,2593,Verified email at unibas.ch - ,24,22,34,31,2019,2002,Robert Ivanek,"Head of Bioinformatics at the Department of Biomedicine,  University of Basel None",,78
3548,2712,Verified email at sysu.edu.cn - ,25,23,34,32,2017,2008,Jian Ren,"Professor of Bioinformatics,  Sun Yat-sen University None","Bioinformatics,Post-translational Modifications,Protein-protein Interaction,Data Visualization",42
3557,2540,Verified email at uni-greifswald.de - ,33,27,65,59,2019,2001,Lars Kaderali,"Professor of Bioinformatics,  University of Greifswald None","Bioinformatics,Systems Biology",177
3573,3302,Verified email at student.unimelb.edu.au,5,5,5,5,2017,2012,Youwen (Owen) Qin,"PhD Student in Bioinformatics,  University of Melbourne None","Bioinformatics,Functional and Population Genomics,Metagenomics",9
23080,13958,Verified email at uh.edu - ,50,44,83,81,2019,2005,Yan Yao,Associate Professor of Electrical and Computer Engineering and Materials Science and Engineering Homepage None,"Advanced energy storage,Battery,Conjugate Polymer,Organic Electronics",161
23022,3157,No verified email - ,64,24,197,47,2018,1966,Ryszard S. Michalski,"PRC Professor of Computer Science, George Mason University Homepage None",Artificial Intelligence,490
23113,7493,Verified email at sssup.it - ,61,36,168,109,2019,1986,Giorgio Buttazzo,"Professor of Computer Science,  Scuola Superiore Sant'Anna None",Real-Time Systems,484
23167,2413,Verified email at ieee.org - ,64,25,160,50,2017,1962,Theodosios Pavlidis,"Distinguished Professor Emeritus of Computer Science, Stony Brook University Homepage None",Machine Vision,420
23238,7161,Verified email at cs.cmu.edu - ,68,39,141,87,2019,1966,Garth Alan Gibson,"Professor of Computer Science,  Carnegie Mellon University ; President & CEO, Vector Institute (2 Jan",Systems and Machine Learning,367
23275,6531,Verified email at cims.nyu.edu - ,55,33,113,75,2019,1972,Patrick Cousot,"Professor of Computer Science, CIMS,  New York University None","Abstract Interpretation,Semantics,Verification,Formal methods",269
23393,8810,Verified email at cs.stanford.edu - ,75,46,157,115,2019,1895,James Landay,"Professor of Computer Science,  Stanford University None","Human-Computer Interaction,Ubiquitous Computing,Design,mobile computing,HCI",311
23121,9033,Verified email at ucsd.edu - ,66,43,396,170,2019,1901,Rajesh K. Gupta,"Professor of Computer Science and Engineering,  UC San Diego None","Embedded Systems,Cyber-Physical Systems,Computer-Aided Design,Sensor Networks",3158
23485,14168,Verified email at cs.rochester.edu - ,89,60,286,215,2019,1972,Jiebo Luo,"Professor of Computer Science,  University of Rochester None","computer vision,multimedia,computational social science,computational medicine,big data analytics",636
23494,6661,Verified email at uwaterloo.ca - ,68,36,247,106,2019,1977,Douglas Stinson,"Professor Emeritus, David R. Cheriton School of Computer Science,  University of Waterloo None","Cryptography,security,combinatorics",496
3649,1838,Verified email at stedwards.edu,17,13,21,15,2018,1988,Charles Hauser,"Bioinformatics Program ,  St Edward's University None",,41
3635,2936,Verified email at emory.edu,31,29,65,64,2019,2005,Howard H Chang,"Associate Professor, Department of Biostatistics and Bioinformatics,  Emory University None","Biostatistics,Spatial Epidemiology,Environmental Health",195
3691,2589,Verified email at sfu.ca,17,16,18,17,2018,1997,Geoff Winsor,"Lead Database Developer, Bioinformatics Microbial genomics None","Microbial genomics,Genome annotation,Next generation sequencing",34
3677,2268,Verified email at uantwerpen.be - ,29,25,58,52,2019,2001,Kris Laukens,"associate professor bioinformatics,  University of Antwerp None","bioinformatics,biodata mining,biomedical AI,digital health,systems biology",212
3698,3028,Verified email at umd.edu - ,30,27,49,49,2019,2006,Nur A Hasan,"Chief Science Officer, CosmosID Inc. | Adjunct Associate Professor, Center for Bioinformatics and Homepage None","Microbial Genomics,Microbiome,Next-Gen Sequencing,Infectious Disease,Microbial Ecology",121
3708,3174,Verified email at baseclear.com - ,15,13,19,15,2019,1948,Walter Pirovano,"Director Bioinformatics, BaseClear B.V. Homepage None","Bioinformatics,genome analysis,next generation sequencing,sequence analysis,protein structure prediction",42
3720,3718,Verified email at unige.ch,8,8,8,8,2019,2014,Felipe Simao,Post-doc at  University of Geneva  Medical School and Swiss Institute of Bioinformatics,"Genomics,Bioinformatics,Precision Medicine",17
3719,1971,Verified email at mtu.edu,18,16,43,30,2019,1958,Hairong Wei,professor of bioinformatics bioinformatics None,bioinformatics,205
3744,2399,Verified email at ncsu.edu - ,18,14,24,19,2019,1998,Jung-Ying Tzeng,"Professor, Department of Statistics and Bioinformatics Research Center,  North Carolina State None",Statistical genetics,103
23507,12365,Verified email at gmu.edu,72,59,171,154,2019,1979,Jonathan Katz,"Professor of Computer Science,  George Mason University None","Cryptography,Computer Security,Theoretical Computer Science",351
23569,10785,Verified email at epfl.ch - ,68,49,170,123,2019,1990,Wulfram GERSTNER,"Professor of Computer Science,  EPFL , Brain Mind Institute, Ecole Polytechnique Federale de Lausanne","Computational Neuroscience,Theoretical Neuroscience",394
23576,6557,Verified email at cs.yale.edu,51,26,97,45,2019,1963,Michael Fischer,"Professor of Computer Science,  Yale University None","Distributed computing,cryptography",219
23799,13801,Verified email at utk.edu - ,74,63,285,229,2019,1986,Leon M. Tolbert,"Min H. Kao Professor in Electrical Engineering and Computer Science, The  University of Tennessee None","power electronics,renewable energy,electric vehicles,wide band gap power electronics,electrical engineering",534
23804,8864,Verified email at rhul.ac.uk,21,15,26,21,2019,1986,Chris Watkins,"Professor in Computer Science,  Royal Holloway None","Machine Learning,Artificial Intelligence,Evolutionary Theory",54
23616,13446,No verified email,62,48,392,264,2019,1957,Chung-Nan Lee,"Department of Computer Science and Engineering, National Sun Yat-sen University Wireless Multimedia System None","Wireless Multimedia System,Cloud computing,Wireless Communication Protocol",1330
23882,7307,Verified email at cs.cmu.edu - ,83,43,255,169,2019,1990,Tuomas Sandholm,"Angel Jordan Professor of Computer Science,  Carnegie Mellon University None","Artificial intelligence,auctions,market design,game theory,mechanism design",480
24058,10371,Verified email at iii.u-tokyo.ac.jp - ,75,53,229,171,2019,1987,Jun Rekimoto,"Professor, The  University of Tokyo , Fellow and Deputy Director, Sony Computer Science Laboratories","Human-Computer Interaction,Human-Augmentation,Human-AI-Integration,Ubiquitous Computing,Augmented Reality",562
24006,10672,Verified email at cs.uic.edu,67,46,482,295,2020,1924,Clement Yu,"Professor of Computer Science,  University of Illinois at Chicago None","information retrieval,data base",2305
3757,2036,Verified email at tbi.univie.ac.at - ,27,19,43,30,2020,1998,Sebastian Will,"Researcher, Bioinformatics, TBI,  University of Vienna None","Bioinformatics,RNA Structure,Non-coding RNA,Constraints",94
3780,3594,Verified email at ebi.ac.uk,18,18,24,24,2019,2010,Martin Hunt,"Nuffield Department of Medicine, University of Oxford  /  European Bioinformatics Institute None",,35
